objectid,filename,title,creator,donor,date,archival date,description,subject,location,latitude,longitude,source,identifier,type,format original,format,finding aid,digital collection,contributing institution,language,rights,rightsstatement,display_template,object_location,image_small,image_thumb
stockcerts0480,5-072.jpg,Ambergris Consolidated Mining Company [1],,"Bennet, Earl H.",,,Blank shares certificate.,mining; stock certificates; shares,"Wallace, Idaho",,,"Earl Bennett Stock Certificates collection, MG 572, University of Idaho Library Special Collections and Archives",5-072,Text,document,image/jpg,https://archiveswest.orbiscascade.org/ark:80444/xv839959,Stock Certificates Collection,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://www.lib.uidaho.edu/digital/objects/stockcerts/5-072.jpg,https://www.lib.uidaho.edu/digital/objects/stockcerts/small/5-072_sm.jpg,https://www.lib.uidaho.edu/digital/objects/stockcerts/thumbs/5-072_th.jpg
stockcerts0481,5-073.jpg,Custer Consolidated Mining Co.,,"Bennet, Earl H.",,,Blank shares certificate.,mining; stock certificates; shares,"Elko, Nevada",,,"Earl Bennett Stock Certificates collection, MG 572, University of Idaho Library Special Collections and Archives",5-073,Text,document,image/jpg,https://archiveswest.orbiscascade.org/ark:80444/xv839959,Stock Certificates Collection,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://www.lib.uidaho.edu/digital/objects/stockcerts/5-073.jpg,https://www.lib.uidaho.edu/digital/objects/stockcerts/small/5-073_sm.jpg,https://www.lib.uidaho.edu/digital/objects/stockcerts/thumbs/5-073_th.jpg
stockcerts0483,5-075.jpg,Idaho Silver Magnet Mines Co.,,"Bennet, Earl H.",,,Blank shares certificate.,mining; stock certificates; shares; silver (metal),"Wallace, Idaho",,,"Earl Bennett Stock Certificates collection, MG 572, University of Idaho Library Special Collections and Archives",5-075,Text,document,image/jpg,https://archiveswest.orbiscascade.org/ark:80444/xv839959,Stock Certificates Collection,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://www.lib.uidaho.edu/digital/objects/stockcerts/5-075.jpg,https://www.lib.uidaho.edu/digital/objects/stockcerts/small/5-075_sm.jpg,https://www.lib.uidaho.edu/digital/objects/stockcerts/thumbs/5-075_th.jpg
stockcerts0484,5-076.jpg,"Painted Desert Uranium & Oil Co., Inc. [2]",,"Bennet, Earl H.",1977-03-25,1977-03-25,Calvin E. Niswander was the owner of five thousand shares.,mining; stock certificates; shares; oil (organic material); uranium,Washington,,,"Earl Bennett Stock Certificates collection, MG 572, University of Idaho Library Special Collections and Archives",5-076,Text,document,image/jpg,https://archiveswest.orbiscascade.org/ark:80444/xv839959,Stock Certificates Collection,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://www.lib.uidaho.edu/digital/objects/stockcerts/5-076.jpg,https://www.lib.uidaho.edu/digital/objects/stockcerts/small/5-076_sm.jpg,https://www.lib.uidaho.edu/digital/objects/stockcerts/thumbs/5-076_th.jpg
stockcerts0485,5-077.jpg,"Idaho Mining and Milling, Inc. [1]",,"Bennet, Earl H.",1962-03-28,1962-03-28,Calvin E. Niswander was the owner of thirty thousand shares.,mining; stock certificates; shares; milling (metalworking),"Lewiston, Idaho",,,"Earl Bennett Stock Certificates collection, MG 572, University of Idaho Library Special Collections and Archives",5-077,Text,document,image/jpg,https://archiveswest.orbiscascade.org/ark:80444/xv839959,Stock Certificates Collection,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://www.lib.uidaho.edu/digital/objects/stockcerts/5-077.jpg,https://www.lib.uidaho.edu/digital/objects/stockcerts/small/5-077_sm.jpg,https://www.lib.uidaho.edu/digital/objects/stockcerts/thumbs/5-077_th.jpg
stockcerts0486,5-078.jpg,Cortez Silver-Lead Corporation,,"Bennet, Earl H.",1961-11-10,1961-11-10,Calvin E. Niswander was the owner of four thousand five hundred shares.,mining; stock certificates; shares; silver (metal); lead (metal),Idaho,,,"Earl Bennett Stock Certificates collection, MG 572, University of Idaho Library Special Collections and Archives",5-078,Text,document,image/jpg,https://archiveswest.orbiscascade.org/ark:80444/xv839959,Stock Certificates Collection,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://www.lib.uidaho.edu/digital/objects/stockcerts/5-078.jpg,https://www.lib.uidaho.edu/digital/objects/stockcerts/small/5-078_sm.jpg,https://www.lib.uidaho.edu/digital/objects/stockcerts/thumbs/5-078_th.jpg
stockcerts0487,5-079.jpg,"Alice Consolidated Mines, Inc. [3]",,"Bennet, Earl H.",1974-07-08,1974-07-08,Calvin E. Niswander was the owner of one thousand shares.,mining; stock certificates; shares,"Wallace, Idaho",,,"Earl Bennett Stock Certificates collection, MG 572, University of Idaho Library Special Collections and Archives",5-079,Text,document,image/jpg,https://archiveswest.orbiscascade.org/ark:80444/xv839959,Stock Certificates Collection,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://www.lib.uidaho.edu/digital/objects/stockcerts/5-079.jpg,https://www.lib.uidaho.edu/digital/objects/stockcerts/small/5-079_sm.jpg,https://www.lib.uidaho.edu/digital/objects/stockcerts/thumbs/5-079_th.jpg
stockcerts0488,5-080.jpg,"Silver Star Mines, Inc. [2]",,"Bennet, Earl H.",1980-01-24,1980-01-24,P. L. Sandberg was the owner of one thousand shares.,mining; stock certificates; shares,"Wallace, Idaho",,,"Earl Bennett Stock Certificates collection, MG 572, University of Idaho Library Special Collections and Archives",5-080,Text,document,image/jpg,https://archiveswest.orbiscascade.org/ark:80444/xv839959,Stock Certificates Collection,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://www.lib.uidaho.edu/digital/objects/stockcerts/5-080.jpg,https://www.lib.uidaho.edu/digital/objects/stockcerts/small/5-080_sm.jpg,https://www.lib.uidaho.edu/digital/objects/stockcerts/thumbs/5-080_th.jpg
stockcerts0493,5-085.jpg,"Metropolitan Mines Corp., Ltd.",,"Bennet, Earl H.",1950-11-17,1950-11-17,Frank Crowley and Bert Crowley was the owner of five hundred shares.,mining; stock certificates; shares,"Wallace, Idaho",,,"Earl Bennett Stock Certificates collection, MG 572, University of Idaho Library Special Collections and Archives",5-085,Text,document,image/jpg,https://archiveswest.orbiscascade.org/ark:80444/xv839959,Stock Certificates Collection,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://www.lib.uidaho.edu/digital/objects/stockcerts/5-085.jpg,https://www.lib.uidaho.edu/digital/objects/stockcerts/small/5-085_sm.jpg,https://www.lib.uidaho.edu/digital/objects/stockcerts/thumbs/5-085_th.jpg
stockcerts0495,5-087.jpg,Bonanza Mining Company [2],,"Bennet, Earl H.",1912-05-04,1912-05-04,Odell I. Juitle (?) was the owner of one thousand shares.,mining; stock certificates; shares,Idaho,,,"Earl Bennett Stock Certificates collection, MG 572, University of Idaho Library Special Collections and Archives",5-087,Text,document,image/jpg,https://archiveswest.orbiscascade.org/ark:80444/xv839959,Stock Certificates Collection,,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,image,https://www.lib.uidaho.edu/digital/objects/stockcerts/5-087.jpg,https://www.lib.uidaho.edu/digital/objects/stockcerts/small/5-087_sm.jpg,https://www.lib.uidaho.edu/digital/objects/stockcerts/thumbs/5-087_th.jpg
stockcerts0496,5-088.jpg,Rex Consolidated Mining Co. [1],,"Bennet, Earl H.",1917-10-24,1917-10-24,J. H. Whipple was the owner of one hundred shares.,mining; stock certificates; shares,Delaware,,,"Earl Bennett Stock Certificates collection, MG 572, University of Idaho Library Special Collections and Archives",5-088,Text,document,image/jpg,https://archiveswest.orbiscascade.org/ark:80444/xv839959,Stock Certificates Collection,,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,image,https://www.lib.uidaho.edu/digital/objects/stockcerts/5-088.jpg,https://www.lib.uidaho.edu/digital/objects/stockcerts/small/5-088_sm.jpg,https://www.lib.uidaho.edu/digital/objects/stockcerts/thumbs/5-088_th.jpg
