objectid,filename,title,creator,description,archival_date,date,date is approximate?,subject,location,latitude,longitude,source,finding_aid,file,format original,format,type,rights,rightsstatement,language,digital collection,contributing institution,display_template,object_location,image_small,image_thumb
flora066,pg129-066.jpg,Delphinium menziesii,Thomas R. Ashlee,"Common name: Menzies' Larkspur. The photo's envelope reads: 'Kamiak Butte, Wash. April 7 - 1934. Delphinium menziesii D. C. T1/25, A16, F.S. 1 PM. #2, 4"".'",1934-04-07,1934-04-07,,plants; botany; Idaho; flora; native plants,"Kamiak Butte, Washington",46.86404647,-117.1615512,"Thomas R. Ashlee and Geoffrey Coope collection of flora in Idaho and Washington, 1932-1934, PG 129, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv372138,pg129-066,Black and white prints,image/jpeg,Image;StillImage,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,,,image,https://www.lib.uidaho.edu/digital/objects/flora/pg129-066.jpg,https://www.lib.uidaho.edu/digital/objects/flora/small/pg129-066_sm.jpg,https://www.lib.uidaho.edu/digital/objects/flora/thumbs/pg129-066_th.jpg
flora067,pg129-067.jpg,Unidentified [5],Thomas R. Ashlee,Unidentified potted plant.,1934,1934,yes,plants; botany; Idaho; flora; native plants,,,,"Thomas R. Ashlee and Geoffrey Coope collection of flora in Idaho and Washington, 1932-1934, PG 129, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv372138,pg129-067,Black and white prints,image/jpeg,Image;StillImage,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,,,image,https://www.lib.uidaho.edu/digital/objects/flora/pg129-067.jpg,https://www.lib.uidaho.edu/digital/objects/flora/small/pg129-067_sm.jpg,https://www.lib.uidaho.edu/digital/objects/flora/thumbs/pg129-067_th.jpg
flora068,pg129-068.jpg,Unidentified [6],Thomas R. Ashlee,Unidentified plant growing alongside building.,1934,1934,yes,plants; botany; Idaho; flora; native plants,,,,"Thomas R. Ashlee and Geoffrey Coope collection of flora in Idaho and Washington, 1932-1934, PG 129, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv372138,pg129-068,Black and white prints,image/jpeg,Image;StillImage,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,,,image,https://www.lib.uidaho.edu/digital/objects/flora/pg129-068.jpg,https://www.lib.uidaho.edu/digital/objects/flora/small/pg129-068_sm.jpg,https://www.lib.uidaho.edu/digital/objects/flora/thumbs/pg129-068_th.jpg
flora069,pg129-069.jpg,Habenaria orbiculata,Thomas R. Ashlee,"Common name: Platanthera orbiculata. The photo's envelope reads: 'July 11/1934. Elk R Falls. Habenaria orbiculata, Torr. A16, T1/5"", 12:45 AM. light woods.'",1934-07-11,1934-07-11,,plants; botany; Idaho; flora; native plants,"Elk River Falls, Idaho",46.73670239,-116.1726771,"Thomas R. Ashlee and Geoffrey Coope collection of flora in Idaho and Washington, 1932-1934, PG 129, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv372138,pg129-069,Black and white prints,image/jpeg,Image;StillImage,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,,,image,https://www.lib.uidaho.edu/digital/objects/flora/pg129-069.jpg,https://www.lib.uidaho.edu/digital/objects/flora/small/pg129-069_sm.jpg,https://www.lib.uidaho.edu/digital/objects/flora/thumbs/pg129-069_th.jpg
flora070,pg129-070.jpg,Monarda menthifolia,Thomas R. Ashlee,"Common name: Wild Bergamot. The photo's envelope reads: 'June 30/1934. Garden [of] Dr Gail. (Originally from Wyoming). Monarda menthifolia, Benth. T1"", A32, shade. 2:45 PM.'",1934-06-30,1934-06-30,,plants; botany; Idaho; flora; native plants,,,,"Thomas R. Ashlee and Geoffrey Coope collection of flora in Idaho and Washington, 1932-1934, PG 129, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv372138,pg129-070,Black and white prints,image/jpeg,Image;StillImage,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,,,image,https://www.lib.uidaho.edu/digital/objects/flora/pg129-070.jpg,https://www.lib.uidaho.edu/digital/objects/flora/small/pg129-070_sm.jpg,https://www.lib.uidaho.edu/digital/objects/flora/thumbs/pg129-070_th.jpg
flora071,pg129-071.jpg,Arctostaphylos uva-ursi,Thomas R. Ashlee,"Common name: Bearberry. The photo's envelope reads: 'Aoth [?]. April 21 - 34. Arctostaphylos uva-ursi (L) spreng. T1/5, A16, 5:30 PM. F.S. #3.10"".'",1934-04-21,1934-04-21,,plants; botany; Idaho; flora; native plants,,,,"Thomas R. Ashlee and Geoffrey Coope collection of flora in Idaho and Washington, 1932-1934, PG 129, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv372138,pg129-071,Black and white prints,image/jpeg,Image;StillImage,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,,,image,https://www.lib.uidaho.edu/digital/objects/flora/pg129-071.jpg,https://www.lib.uidaho.edu/digital/objects/flora/small/pg129-071_sm.jpg,https://www.lib.uidaho.edu/digital/objects/flora/thumbs/pg129-071_th.jpg
flora072,pg129-072a.jpg,Allium geyeri and Sisyrinchium idahoense [1],Thomas R. Ashlee,Common names: Geyer's Onion and Idaho Blue Eyed Grass.,1934,1934,yes,plants; botany; Idaho; flora; native plants,,,,"Thomas R. Ashlee and Geoffrey Coope collection of flora in Idaho and Washington, 1932-1934, PG 129, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv372138,pg129-072a,Black and white prints,image/jpeg,Image;StillImage,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,,,image,https://www.lib.uidaho.edu/digital/objects/flora/pg129-072a.jpg,https://www.lib.uidaho.edu/digital/objects/flora/small/pg129-072a_sm.jpg,https://www.lib.uidaho.edu/digital/objects/flora/thumbs/pg129-072a_th.jpg
flora073,pg129-072b.jpg,Allium geyeri and Sisyrinchium idahoense [2],Thomas R. Ashlee,Common names: Geyer's Onion and Idaho Blue Eyed Grass.,1934,1934,yes,plants; botany; Idaho; flora; native plants,,,,"Thomas R. Ashlee and Geoffrey Coope collection of flora in Idaho and Washington, 1932-1934, PG 129, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv372138,pg129-072b,Black and white prints,image/jpeg,Image;StillImage,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,,,image,https://www.lib.uidaho.edu/digital/objects/flora/pg129-072b.jpg,https://www.lib.uidaho.edu/digital/objects/flora/small/pg129-072b_sm.jpg,https://www.lib.uidaho.edu/digital/objects/flora/thumbs/pg129-072b_th.jpg
flora074,pg129-072c.jpg,Allium geyeri and Sisyrinchium idahoense [3],Thomas R. Ashlee,Common names: Geyer's Onion and Idaho Blue Eyed Grass.,1934,1934,yes,plants; botany; Idaho; flora; native plants,,,,"Thomas R. Ashlee and Geoffrey Coope collection of flora in Idaho and Washington, 1932-1934, PG 129, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv372138,pg129-072c,Black and white prints,image/jpeg,Image;StillImage,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,,,image,https://www.lib.uidaho.edu/digital/objects/flora/pg129-072c.jpg,https://www.lib.uidaho.edu/digital/objects/flora/small/pg129-072c_sm.jpg,https://www.lib.uidaho.edu/digital/objects/flora/thumbs/pg129-072c_th.jpg
flora075,pg129-073.jpg,Nuphar polysepala,Thomas R. Ashlee,"Common name: Great Yellow Pond-lily. In the background, an unidentified man examines the pond lilies. The photo's envelope reads: 'Nuphar polysepala, Engelm. aug 20 - 32. 4 mi E of Princeton, Ida. 8""#3.'",1932-08-02,1932-08-02,,plants; botany; Idaho; flora; native plants,"Princeton, Idaho",46.91383285,-116.8331068,"Thomas R. Ashlee and Geoffrey Coope collection of flora in Idaho and Washington, 1932-1934, PG 129, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv372138,pg129-073,Black and white prints,image/jpeg,Image;StillImage,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,,,image,https://www.lib.uidaho.edu/digital/objects/flora/pg129-073.jpg,https://www.lib.uidaho.edu/digital/objects/flora/small/pg129-073_sm.jpg,https://www.lib.uidaho.edu/digital/objects/flora/thumbs/pg129-073_th.jpg
flora076,pg129-074.jpg,Cogswellia,Thomas R. Ashlee,"Common name: Bare-stem Desert Parsley. The photo's envelope reads: 'E Moscow, May 12 - 34. Cogswellia sp. A16, T1/25, F.S. windy. 5 PM.'",1934-05-12,1934-05-12,,plants; botany; Idaho; flora; native plants,"Moscow, Idaho",46.73218964,-117.0004539,"Thomas R. Ashlee and Geoffrey Coope collection of flora in Idaho and Washington, 1932-1934, PG 129, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv372138,pg129-074,Black and white prints,image/jpeg,Image;StillImage,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,,,image,https://www.lib.uidaho.edu/digital/objects/flora/pg129-074.jpg,https://www.lib.uidaho.edu/digital/objects/flora/small/pg129-074_sm.jpg,https://www.lib.uidaho.edu/digital/objects/flora/thumbs/pg129-074_th.jpg
flora077,pg129-078.jpg,Unidentified [7],Thomas R. Ashlee,Unidentified potted plant.,1934,1934,yes,plants; botany; Idaho; flora; native plants,,,,"Thomas R. Ashlee and Geoffrey Coope collection of flora in Idaho and Washington, 1932-1934, PG 129, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv372138,pg129-078,Black and white prints,image/jpeg,Image;StillImage,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,,,image,https://www.lib.uidaho.edu/digital/objects/flora/pg129-078.jpg,https://www.lib.uidaho.edu/digital/objects/flora/small/pg129-078_sm.jpg,https://www.lib.uidaho.edu/digital/objects/flora/thumbs/pg129-078_th.jpg
