objectid,identifier,title,description,date,date approximate,photographer/artist,subject,location,latitude,longitude,source,language,filename,type,format,format original,digital collection,contributing institution,rights,rightsstatement,display_template,object_location,image_small,image_thumb
gemphotos0190,PG101-198_08,University of Idaho majorettes [4],The University of Idaho majorettes dancing.,1955,,,dance; women; events; group portraits,,,,"PG 101, University of Idaho Gem of the Mountains Photograph Collection",eng,PG101-198_08.jpg,Image;StillImage,image/jpeg,black and white negative,Gem of the Mountain Yearbook Photographs,University of Idaho Library Special Collections and Archives,"Educational use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://www.lib.uidaho.edu/digital/objects/gemphotos/PG101-198_08.jpg,https://www.lib.uidaho.edu/digital/objects/gemphotos/small/PG101-198_08_sm.jpg,https://www.lib.uidaho.edu/digital/objects/gemphotos/thumbs/PG101-198_08_th.jpg
gemphotos0191,PG101-198_10,University of Idaho majorettes [5],The University of Idaho majorettes dancing.,1955,,,dance; women; events; group portraits,,,,"PG 101, University of Idaho Gem of the Mountains Photograph Collection",eng,PG101-198_10.jpg,Image;StillImage,image/jpeg,black and white negative,Gem of the Mountain Yearbook Photographs,University of Idaho Library Special Collections and Archives,"Educational use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://www.lib.uidaho.edu/digital/objects/gemphotos/PG101-198_10.jpg,https://www.lib.uidaho.edu/digital/objects/gemphotos/small/PG101-198_10_sm.jpg,https://www.lib.uidaho.edu/digital/objects/gemphotos/thumbs/PG101-198_10_th.jpg
gemphotos0192,PG101-198_11,University of Idaho majorettes [6],The University of Idaho majorette dancing.,1955,,,dance; women; events; group portraits,,,,"PG 101, University of Idaho Gem of the Mountains Photograph Collection",eng,PG101-198_11.jpg,Image;StillImage,image/jpeg,black and white negative,Gem of the Mountain Yearbook Photographs,University of Idaho Library Special Collections and Archives,"Educational use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://www.lib.uidaho.edu/digital/objects/gemphotos/PG101-198_11.jpg,https://www.lib.uidaho.edu/digital/objects/gemphotos/small/PG101-198_11_sm.jpg,https://www.lib.uidaho.edu/digital/objects/gemphotos/thumbs/PG101-198_11_th.jpg
gemphotos0193,PG101-198_12,University of Idaho majorettes [7],The University of Idaho majorette dancing.,1955,,,dance; women; events; group portraits,,,,"PG 101, University of Idaho Gem of the Mountains Photograph Collection",eng,PG101-198_12.jpg,Image;StillImage,image/jpeg,black and white negative,Gem of the Mountain Yearbook Photographs,University of Idaho Library Special Collections and Archives,"Educational use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://www.lib.uidaho.edu/digital/objects/gemphotos/PG101-198_12.jpg,https://www.lib.uidaho.edu/digital/objects/gemphotos/small/PG101-198_12_sm.jpg,https://www.lib.uidaho.edu/digital/objects/gemphotos/thumbs/PG101-198_12_th.jpg
gemphotos0194,PG101-199_04,University of Idaho President Theophilus at awards assembly [1],President Theophilus handing out awards at assembly.,1954,yes,,administrators; events; education; awards; men,,,,"PG 101, University of Idaho Gem of the Mountains Photograph Collection",eng,PG101-199_04.jpg,Image;StillImage,image/jpeg,black and white negative,Gem of the Mountain Yearbook Photographs,University of Idaho Library Special Collections and Archives,"Educational use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://www.lib.uidaho.edu/digital/objects/gemphotos/PG101-199_04.jpg,https://www.lib.uidaho.edu/digital/objects/gemphotos/small/PG101-199_04_sm.jpg,https://www.lib.uidaho.edu/digital/objects/gemphotos/thumbs/PG101-199_04_th.jpg
gemphotos0195,PG101-199_05,University of Idaho President Theophilus at awards assembly [2],President Theophilus handing out awards at assembly.,1954,yes,,administrators; events; education; awards; men,,,,"PG 101, University of Idaho Gem of the Mountains Photograph Collection",eng,PG101-199_05.jpg,Image;StillImage,image/jpeg,black and white negative,Gem of the Mountain Yearbook Photographs,University of Idaho Library Special Collections and Archives,"Educational use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://www.lib.uidaho.edu/digital/objects/gemphotos/PG101-199_05.jpg,https://www.lib.uidaho.edu/digital/objects/gemphotos/small/PG101-199_05_sm.jpg,https://www.lib.uidaho.edu/digital/objects/gemphotos/thumbs/PG101-199_05_th.jpg
gemphotos0196,PG101-199_06a,University of Idaho President Theophilus at awards assembly [3],President Theophilus handing out awards at assembly.,1954,yes,,administrators; events; education; awards; women; men,,,,"PG 101, University of Idaho Gem of the Mountains Photograph Collection",eng,PG101-199_06a.jpg,Image;StillImage,image/jpeg,black and white negative,Gem of the Mountain Yearbook Photographs,University of Idaho Library Special Collections and Archives,"Educational use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://www.lib.uidaho.edu/digital/objects/gemphotos/PG101-199_06a.jpg,https://www.lib.uidaho.edu/digital/objects/gemphotos/small/PG101-199_06a_sm.jpg,https://www.lib.uidaho.edu/digital/objects/gemphotos/thumbs/PG101-199_06a_th.jpg
gemphotos0197,PG101-199_06b,University of Idaho President Theophilus at awards assembly [4],President Theophilus handing out awards at assembly.,1954,yes,,administrators; events; education; awards; men; women,,,,"PG 101, University of Idaho Gem of the Mountains Photograph Collection",eng,PG101-199_06b.jpg,Image;StillImage,image/jpeg,black and white negative,Gem of the Mountain Yearbook Photographs,University of Idaho Library Special Collections and Archives,"Educational use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://www.lib.uidaho.edu/digital/objects/gemphotos/PG101-199_06b.jpg,https://www.lib.uidaho.edu/digital/objects/gemphotos/small/PG101-199_06b_sm.jpg,https://www.lib.uidaho.edu/digital/objects/gemphotos/thumbs/PG101-199_06b_th.jpg
gemphotos0198,PG101-199_07a,University of Idaho President Theophilus at awards assembly [5],President Theophilus handing out awards at assembly.,1954,yes,,administrators; events; education; awards; men; women,,,,"PG 101, University of Idaho Gem of the Mountains Photograph Collection",eng,PG101-199_07a.jpg,Image;StillImage,image/jpeg,black and white negative,Gem of the Mountain Yearbook Photographs,University of Idaho Library Special Collections and Archives,"Educational use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://www.lib.uidaho.edu/digital/objects/gemphotos/PG101-199_07a.jpg,https://www.lib.uidaho.edu/digital/objects/gemphotos/small/PG101-199_07a_sm.jpg,https://www.lib.uidaho.edu/digital/objects/gemphotos/thumbs/PG101-199_07a_th.jpg
gemphotos0199,PG101-199_07b,University of Idaho President Theophilus at awards assembly [6],President Theophilus handing out awards at assembly.,1954,yes,,administrators; events; education; awards; men; women,,,,"PG 101, University of Idaho Gem of the Mountains Photograph Collection",eng,PG101-199_07b.jpg,Image;StillImage,image/jpeg,black and white negative,Gem of the Mountain Yearbook Photographs,University of Idaho Library Special Collections and Archives,"Educational use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://www.lib.uidaho.edu/digital/objects/gemphotos/PG101-199_07b.jpg,https://www.lib.uidaho.edu/digital/objects/gemphotos/small/PG101-199_07b_sm.jpg,https://www.lib.uidaho.edu/digital/objects/gemphotos/thumbs/PG101-199_07b_th.jpg
gemphotos0200,PG101-199_08,University of Idaho President Theophilus at awards assembly [7],President Theophilus handing out awards at assembly.,1954,yes,,administrators; events; education; awards; men; women,,,,"PG 101, University of Idaho Gem of the Mountains Photograph Collection",eng,PG101-199_08.jpg,Image;StillImage,image/jpeg,black and white negative,Gem of the Mountain Yearbook Photographs,University of Idaho Library Special Collections and Archives,"Educational use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://www.lib.uidaho.edu/digital/objects/gemphotos/PG101-199_08.jpg,https://www.lib.uidaho.edu/digital/objects/gemphotos/small/PG101-199_08_sm.jpg,https://www.lib.uidaho.edu/digital/objects/gemphotos/thumbs/PG101-199_08_th.jpg
